iter	Passed	Remaining
1669	25723	5083
1670	25740	5068
1671	25757	5052
1672	25772	5037
1673	25790	5022
1674	25807	5007
1675	25824	4992
1676	25842	4977
1677	25859	4962
1678	25876	4947
1679	25891	4931
1680	25906	4916
1681	25923	4901
1682	25937	4885
1683	25954	4870
1684	25969	4854
1685	25985	4839
1686	26000	4824
1687	26016	4808
1688	26031	4793
1689	26047	4777
1690	26064	4762
1691	26080	4747
1692	26096	4732
1693	26112	4716
1694	26129	4701
1695	26146	4686
1696	26163	4671
1697	26180	4656
1698	26197	4641
1699	26214	4626
1700	26228	4610
1701	26245	4595
1702	26261	4579
1703	26276	4564
1704	26291	4549
1705	26309	4533
1706	26324	4518
1707	26339	4503
1708	26355	4487
1709	26370	4472
1710	26386	4456
1711	26401	4441
1712	26417	4426
1713	26432	4410
1714	26449	4395
1715	26464	4379
1716	26481	4364
1717	26497	4349
1718	26514	4334
1719	26531	4319
1720	26546	4303
1721	26562	4288
1722	26578	4272
1723	26604	4259
1724	26622	4244
1725	26637	4228
1726	26653	4213
1727	26668	4197
1728	26685	4182
1729	26701	4167
1730	26715	4151
1731	26732	4136
1732	26750	4121
1733	26768	4106
1734	26783	4090
1735	26800	4075
1736	26817	4060
1737	26833	4045
1738	26849	4029
1739	26866	4014
1740	26881	3999
1741	26897	3983
1742	26912	3968
1743	26927	3952
1744	26942	3937
1745	26960	3922
1746	26978	3906
1747	26993	3891
1748	27011	3876
1749	27028	3861
1750	27045	3845
1751	27062	3830
1752	27079	3815
1753	27094	3800
1754	27110	3784
1755	27127	3769
1756	27143	3754
1757	27159	3738
1758	27174	3723
1759	27189	3707
1760	27211	3693
1761	27240	3679
1762	27257	3664
1763	27277	3649
1764	27294	3634
1765	27309	3618
1766	27325	3603
1767	27342	3587
1768	27359	3572
1769	27373	3557
1770	27388	3541
1771	27404	3526
1772	27418	3510
1773	27433	3494
1774	27448	3479
1775	27466	3464
1776	27481	3448
1777	27497	3433
1778	27514	3418
1779	27532	3402
1780	27548	3387
1781	27566	3372
1782	27584	3357
1783	27601	3341
1784	27617	3326
1785	27634	3311
1786	27648	3295
1787	27663	3280
1788	27679	3264
1789	27693	3248
1790	27710	3233
1791	27725	3218
1792	27743	3202
1793	27759	3187
1794	27778	3172
1795	27796	3157
1796	27812	3141
1797	27830	3126
1798	27847	3111
1799	27865	3096
1800	27882	3080
1801	27905	3066
1802	27924	3051
1803	27938	3035
1804	27952	3019
1805	27971	3004
1806	27987	2989
1807	28003	2973
1808	28021	2958
1809	28038	2943
1810	28054	2927
1811	28071	2912
1812	28086	2896
1813	28103	2881
1814	28119	2866
1815	28134	2850
1816	28149	2835
1817	28164	2819
1818	28181	2804
1819	28196	2788
1820	28211	2773
1821	28226	2757
1822	28241	2742
1823	28256	2726
1824	28271	2710
1825	28286	2695
1826	28303	2680
1827	28318	2664
1828	28336	2649
1829	28352	2633
1830	28368	2618
1831	28384	2602
1832	28401	2587
1833	28419	2572
1834	28435	2556
1835	28451	2541
1836	28467	2525
1837	28482	2510
1838	28496	2494
1839	28513	2479
1840	28530	2464
1841	28548	2448
1842	28565	2433
1843	28582	2418
1844	28599	2402
1845	28615	2387
1846	28632	2371
1847	28649	2356
1848	28668	2341
1849	28686	2325
1850	28704	2310
1851	28720	2295
1852	28737	2279
1853	28753	2264
1854	28770	2248
1855	28786	2233
1856	28803	2218
1857	28822	2202
1858	28840	2187
1859	28857	2172
1860	28875	2156
1861	28892	2141
1862	28910	2126
1863	28927	2110
1864	28942	2095
1865	28960	2079
1866	28976	2064
1867	28990	2048
1868	29005	2032
1869	29020	2017
1870	29037	2002
1871	29053	1986
1872	29070	1971
1873	29086	1955
1874	29104	1940
1875	29121	1924
1876	29138	1909
1877	29155	1894
1878	29171	1878
1879	29190	1863
1880	29210	1847
1881	29225	1832
1882	29241	1816
1883	29256	1801
1884	29271	1785
1885	29286	1770
1886	29304	1754
1887	29320	1739
1888	29335	1723
1889	29350	1708
1890	29367	1692
1891	29382	1677
1892	29399	1661
1893	29417	1646
1894	29433	1630
1895	29451	1615
1896	29468	1600
1897	29483	1584
1898	29498	1568
1899	29513	1553
1900	29528	1537
1901	29543	1522
1902	29557	1506
1903	29571	1490
1904	29586	1475
1905	29601	1459
1906	29615	1444
1907	29629	1428
1908	29644	1413
1909	29659	1397
1910	29673	1381
1911	29688	1366
1912	29702	1350
1913	29717	1335
1914	29732	1319
1915	29746	1304
1916	29760	1288
1917	29774	1272
1918	29788	1257
1919	29804	1241
1920	29819	1226
1921	29833	1210
1922	29846	1195
1923	29860	1179
1924	29873	1163
1925	29886	1148
1926	29900	1132
1927	29914	1117
1928	29930	1101
1929	29945	1086
1930	29959	1070
1931	29973	1054
1932	29988	1039
1933	30003	1023
1934	30019	1008
1935	30035	992
1936	30052	977
1937	30069	961
1938	30086	946
1939	30103	931
1940	30120	915
1941	30137	900
1942	30153	884
1943	30169	869
1944	30185	853
1945	30202	838
1946	30219	822
1947	30236	807
1948	30251	791
1949	30268	776
1950	30282	760
1951	30298	745
1952	30314	729
1953	30331	714
1954	30346	698
1955	30362	683
1956	30377	667
1957	30394	651
1958	30411	636
1959	30425	620
1960	30439	605
1961	30453	589
1962	30468	574
1963	30483	558
1964	30498	543
1965	30514	527
1966	30529	512
1967	30543	496
1968	30557	481
1969	30571	465
1970	30585	450
1971	30600	434
1972	30613	418
1973	30628	403
1974	30642	387
1975	30657	372
1976	30671	356
1977	30686	341
1978	30701	325
1979	30716	310
1980	30732	294
1981	30746	279
1982	30761	263
1983	30775	248
1984	30790	232
1985	30805	217
1986	30819	201
1987	30832	186
1988	30845	170
1989	30859	155
1990	30873	139
1991	30887	124
1992	30903	108
1993	30917	93
1994	30931	77
1995	30945	62
1996	30958	46
1997	30971	31
1998	30985	15
1999	31004	0
